Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,Month,Months
3724de8a-ec2f-4021-a3f1-605d551da9d0,scared,28-09-2020 20:38,video,culture,negative,15,9,September
3724de8a-ec2f-4021-a3f1-605d551da9d0,scared,24-05-2021 03:11,video,culture,negative,15,5,May
3724de8a-ec2f-4021-a3f1-605d551da9d0,cherish,07-11-2020 06:47,video,culture,positive,70,11,November
3724de8a-ec2f-4021-a3f1-605d551da9d0,intrigued,26-07-2020 00:07,video,culture,positive,45,7,July
3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,11-03-2021 08:12,video,culture,negative,0,3,March
3724de8a-ec2f-4021-a3f1-605d551da9d0,love,16-02-2021 18:30,video,culture,positive,65,2,February
3724de8a-ec2f-4021-a3f1-605d551da9d0,indifferent,09-04-2021 09:55,video,culture,neutral,20,4,April
3724de8a-ec2f-4021-a3f1-605d551da9d0,indifferent,11-05-2021 08:06,video,culture,neutral,20,5,May
3724de8a-ec2f-4021-a3f1-605d551da9d0,interested,01-03-2021 00:43,video,culture,positive,30,3,March
3724de8a-ec2f-4021-a3f1-605d551da9d0,super love,31-08-2020 15:49,video,culture,positive,75,8,August
3724de8a-ec2f-4021-a3f1-605d551da9d0,cherish,22-07-2020 08:55,video,culture,positive,70,7,July
3724de8a-ec2f-4021-a3f1-605d551da9d0,interested,28-09-2020 21:47,video,culture,positive,30,9,September
3724de8a-ec2f-4021-a3f1-605d551da9d0,dislike,06-10-2020 00:15,video,culture,negative,10,10,October
3724de8a-ec2f-4021-a3f1-605d551da9d0,intrigued,30-03-2021 04:58,video,culture,positive,45,3,March
3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,29-12-2020 00:12,video,culture,positive,60,12,December
3724de8a-ec2f-4021-a3f1-605d551da9d0,super love,29-11-2020 15:12,video,culture,positive,75,11,November
3724de8a-ec2f-4021-a3f1-605d551da9d0,worried,06-02-2021 19:30,video,culture,negative,12,2,February
3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,23-06-2020 18:41,video,culture,negative,0,6,June
3724de8a-ec2f-4021-a3f1-605d551da9d0,dislike,28-11-2020 21:32,video,culture,negative,10,11,November
3724de8a-ec2f-4021-a3f1-605d551da9d0,indifferent,09-07-2020 02:57,video,culture,neutral,20,7,July
3724de8a-ec2f-4021-a3f1-605d551da9d0,scared,22-05-2021 09:30,video,culture,negative,15,5,May
3724de8a-ec2f-4021-a3f1-605d551da9d0,scared,15-11-2020 11:56,video,culture,negative,15,11,November
3724de8a-ec2f-4021-a3f1-605d551da9d0,like,02-02-2021 19:43,video,culture,positive,50,2,February
3724de8a-ec2f-4021-a3f1-605d551da9d0,want,10-04-2021 09:59,video,culture,positive,70,4,April
3724de8a-ec2f-4021-a3f1-605d551da9d0,want,20-07-2020 05:58,video,culture,positive,70,7,July
3724de8a-ec2f-4021-a3f1-605d551da9d0,super love,03-09-2020 09:24,video,culture,positive,75,9,September
3724de8a-ec2f-4021-a3f1-605d551da9d0,cherish,18-02-2021 13:56,video,culture,positive,70,2,February
3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,20-12-2020 01:08,video,culture,positive,60,12,December
3724de8a-ec2f-4021-a3f1-605d551da9d0,super love,18-02-2021 16:19,video,culture,positive,75,2,February
3724de8a-ec2f-4021-a3f1-605d551da9d0,super love,25-01-2021 03:22,video,culture,positive,75,1,January
3724de8a-ec2f-4021-a3f1-605d551da9d0,intrigued,11-01-2021 06:20,video,culture,positive,45,1,January
3724de8a-ec2f-4021-a3f1-605d551da9d0,adore,06-10-2020 23:09,video,culture,positive,72,10,October
3724de8a-ec2f-4021-a3f1-605d551da9d0,want,10-07-2020 03:28,video,culture,positive,70,7,July
2d0926be-9a29-4e6c-b342-815c70172214,like,27-10-2020 08:50,GIF,animals,positive,50,10,October
2d0926be-9a29-4e6c-b342-815c70172214,love,27-06-2020 21:44,GIF,animals,positive,65,6,June
2d0926be-9a29-4e6c-b342-815c70172214,scared,11-09-2020 20:32,GIF,animals,negative,15,9,September
2d0926be-9a29-4e6c-b342-815c70172214,peeking,15-06-2021 18:21,GIF,animals,neutral,35,6,June
2d0926be-9a29-4e6c-b342-815c70172214,dislike,15-09-2020 22:46,GIF,animals,negative,10,9,September
2d0926be-9a29-4e6c-b342-815c70172214,worried,19-08-2020 07:02,GIF,animals,negative,12,8,August
2d0926be-9a29-4e6c-b342-815c70172214,indifferent,26-02-2021 17:18,GIF,animals,neutral,20,2,February
2d0926be-9a29-4e6c-b342-815c70172214,super love,05-11-2020 07:59,GIF,animals,positive,75,11,November
2d0926be-9a29-4e6c-b342-815c70172214,super love,18-12-2020 17:17,GIF,animals,positive,75,12,December
2d0926be-9a29-4e6c-b342-815c70172214,worried,22-02-2021 03:12,GIF,animals,negative,12,2,February
2d0926be-9a29-4e6c-b342-815c70172214,cherish,24-01-2021 19:30,GIF,animals,positive,70,1,January
2d0926be-9a29-4e6c-b342-815c70172214,dislike,02-10-2020 00:17,GIF,animals,negative,10,10,October
2d0926be-9a29-4e6c-b342-815c70172214,indifferent,24-10-2020 05:23,GIF,animals,neutral,20,10,October
2d0926be-9a29-4e6c-b342-815c70172214,intrigued,17-08-2020 11:35,GIF,animals,positive,45,8,August
2d0926be-9a29-4e6c-b342-815c70172214,indifferent,08-11-2020 22:18,GIF,animals,neutral,20,11,November
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,hate,12-10-2020 11:41,photo,science,negative,5,10,October
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,super love,20-11-2020 13:51,photo,science,positive,75,11,November
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,indifferent,24-11-2020 14:36,photo,science,neutral,20,11,November
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,intrigued,26-07-2020 02:14,photo,science,positive,45,7,July
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,adore,07-10-2020 22:28,photo,science,positive,72,10,October
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,cherish,09-11-2020 14:28,photo,science,positive,70,11,November
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,dislike,13-05-2021 06:25,photo,science,negative,10,5,May
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,cherish,05-07-2020 18:07,photo,science,positive,70,7,July
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,scared,07-01-2021 08:21,photo,science,negative,15,1,January
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,13-08-2020 14:26,photo,science,negative,12,8,August
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,scared,26-02-2021 00:23,photo,science,negative,15,2,February
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,want,26-06-2020 03:29,photo,science,positive,70,6,June
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,cherish,17-12-2020 17:32,photo,science,positive,70,12,December
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,heart,28-02-2021 13:10,photo,science,positive,60,2,February
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,heart,30-10-2020 04:08,photo,science,positive,60,10,October
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,super love,22-07-2020 22:20,photo,science,positive,75,7,July
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,28-07-2020 16:49,photo,science,negative,12,7,July
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,hate,21-08-2020 13:45,photo,science,negative,5,8,August
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,hate,04-06-2021 01:54,photo,science,negative,5,6,June
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,peeking,29-06-2020 11:08,photo,science,neutral,35,6,June
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,indifferent,16-12-2020 08:32,photo,science,neutral,20,12,December
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,adore,07-03-2021 23:08,photo,science,positive,72,3,March
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,08-06-2021 06:43,photo,science,negative,12,6,June
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,04-05-2021 07:24,photo,science,negative,12,5,May
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,interested,26-03-2021 03:11,photo,science,positive,30,3,March
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,16-12-2020 11:05,photo,science,negative,12,12,December
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,29-12-2020 08:39,photo,science,negative,0,12,December
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,cherish,14-08-2020 13:03,photo,science,positive,70,8,August
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,want,11-02-2021 06:26,photo,science,positive,70,2,February
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,interested,31-10-2020 03:25,photo,science,positive,30,10,October
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,04-10-2020 02:30,photo,science,negative,12,10,October
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,indifferent,25-07-2020 10:32,photo,science,neutral,20,7,July
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,like,02-08-2020 10:49,photo,science,positive,50,8,August
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,super love,26-08-2020 17:24,photo,science,positive,75,8,August
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,10-02-2021 21:50,photo,science,negative,12,2,February
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,intrigued,31-01-2021 11:32,photo,science,positive,45,1,January
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,27-04-2021 00:46,photo,science,negative,0,4,April
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,indifferent,27-06-2020 07:23,photo,science,neutral,20,6,June
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,dislike,09-05-2021 13:01,photo,science,negative,10,5,May
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,17-02-2021 12:36,photo,science,negative,12,2,February
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,like,19-01-2021 22:04,photo,science,positive,50,1,January
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,love,18-08-2020 11:17,photo,science,positive,65,8,August
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,adore,14-03-2021 04:41,photo,science,positive,72,3,March
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,hate,31-10-2020 23:32,photo,science,negative,5,10,October
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,super love,19-04-2021 11:36,photo,science,positive,75,4,April
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,20-11-2020 10:39,photo,science,negative,0,11,November
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,heart,24-10-2020 01:16,photo,science,positive,60,10,October
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,hate,24-08-2020 23:06,photo,science,negative,5,8,August
0491183b-be25-4108-b667-8c30d3cdbf50,peeking,23-07-2020 18:39,audio,veganism,neutral,35,7,July
0491183b-be25-4108-b667-8c30d3cdbf50,cherish,18-12-2020 05:58,audio,veganism,positive,70,12,December
0491183b-be25-4108-b667-8c30d3cdbf50,disgust,11-07-2020 18:45,audio,veganism,negative,0,7,July
0491183b-be25-4108-b667-8c30d3cdbf50,want,01-05-2021 16:16,audio,veganism,positive,70,5,May
0491183b-be25-4108-b667-8c30d3cdbf50,like,24-10-2020 01:46,audio,veganism,positive,50,10,October
0491183b-be25-4108-b667-8c30d3cdbf50,scared,16-01-2021 07:40,audio,veganism,negative,15,1,January
0491183b-be25-4108-b667-8c30d3cdbf50,cherish,26-06-2020 10:28,audio,veganism,positive,70,6,June
0491183b-be25-4108-b667-8c30d3cdbf50,worried,19-07-2020 21:25,audio,veganism,negative,12,7,July
0491183b-be25-4108-b667-8c30d3cdbf50,indifferent,24-03-2021 22:50,audio,veganism,neutral,20,3,March
359b93ea-446f-4202-8801-db238de5de4d,interested,31-08-2020 00:43,photo,food,positive,30,8,August
359b93ea-446f-4202-8801-db238de5de4d,intrigued,30-09-2020 06:43,photo,food,positive,45,9,September
359b93ea-446f-4202-8801-db238de5de4d,interested,02-05-2021 06:24,photo,food,positive,30,5,May
359b93ea-446f-4202-8801-db238de5de4d,intrigued,28-11-2020 11:22,photo,food,positive,45,11,November
359b93ea-446f-4202-8801-db238de5de4d,cherish,20-06-2020 08:53,photo,food,positive,70,6,June
359b93ea-446f-4202-8801-db238de5de4d,like,11-04-2021 06:12,photo,food,positive,50,4,April
359b93ea-446f-4202-8801-db238de5de4d,worried,04-08-2020 11:12,photo,food,negative,12,8,August
359b93ea-446f-4202-8801-db238de5de4d,scared,07-03-2021 14:58,photo,food,negative,15,3,March
359b93ea-446f-4202-8801-db238de5de4d,love,02-09-2020 05:00,photo,food,positive,65,9,September
359b93ea-446f-4202-8801-db238de5de4d,dislike,09-02-2021 12:04,photo,food,negative,10,2,February
359b93ea-446f-4202-8801-db238de5de4d,want,02-03-2021 10:25,photo,food,positive,70,3,March
359b93ea-446f-4202-8801-db238de5de4d,cherish,30-10-2020 05:43,photo,food,positive,70,10,October
359b93ea-446f-4202-8801-db238de5de4d,scared,31-05-2021 03:45,photo,food,negative,15,5,May
359b93ea-446f-4202-8801-db238de5de4d,worried,01-02-2021 17:36,photo,food,negative,12,2,February
359b93ea-446f-4202-8801-db238de5de4d,indifferent,29-05-2021 21:59,photo,food,neutral,20,5,May
359b93ea-446f-4202-8801-db238de5de4d,adore,30-07-2020 21:13,photo,food,positive,72,7,July
359b93ea-446f-4202-8801-db238de5de4d,scared,02-09-2020 17:10,photo,food,negative,15,9,September
359b93ea-446f-4202-8801-db238de5de4d,like,01-04-2021 05:35,photo,food,positive,50,4,April
359b93ea-446f-4202-8801-db238de5de4d,peeking,23-02-2021 17:48,photo,food,neutral,35,2,February
359b93ea-446f-4202-8801-db238de5de4d,indifferent,05-07-2020 19:37,photo,food,neutral,20,7,July
359b93ea-446f-4202-8801-db238de5de4d,intrigued,03-09-2020 00:08,photo,food,positive,45,9,September
359b93ea-446f-4202-8801-db238de5de4d,adore,23-11-2020 01:09,photo,food,positive,72,11,November
359b93ea-446f-4202-8801-db238de5de4d,heart,05-06-2021 03:08,photo,food,positive,60,6,June
359b93ea-446f-4202-8801-db238de5de4d,hate,24-03-2021 01:16,photo,food,negative,5,3,March
359b93ea-446f-4202-8801-db238de5de4d,worried,29-01-2021 06:34,photo,food,negative,12,1,January
359b93ea-446f-4202-8801-db238de5de4d,scared,21-02-2021 13:54,photo,food,negative,15,2,February
359b93ea-446f-4202-8801-db238de5de4d,like,23-04-2021 08:41,photo,food,positive,50,4,April
359b93ea-446f-4202-8801-db238de5de4d,worried,01-09-2020 06:58,photo,food,negative,12,9,September
359b93ea-446f-4202-8801-db238de5de4d,peeking,04-07-2020 21:42,photo,food,neutral,35,7,July
359b93ea-446f-4202-8801-db238de5de4d,indifferent,15-11-2020 02:50,photo,food,neutral,20,11,November
359b93ea-446f-4202-8801-db238de5de4d,adore,11-07-2020 02:30,photo,food,positive,72,7,July
359b93ea-446f-4202-8801-db238de5de4d,adore,31-12-2020 22:12,photo,food,positive,72,12,December
359b93ea-446f-4202-8801-db238de5de4d,hate,29-04-2021 23:51,photo,food,negative,5,4,April
359b93ea-446f-4202-8801-db238de5de4d,like,24-01-2021 05:33,photo,food,positive,50,1,January
359b93ea-446f-4202-8801-db238de5de4d,want,05-01-2021 19:18,photo,food,positive,70,1,January
359b93ea-446f-4202-8801-db238de5de4d,like,18-07-2020 00:26,photo,food,positive,50,7,July
359b93ea-446f-4202-8801-db238de5de4d,dislike,20-02-2021 20:29,photo,food,negative,10,2,February
359b93ea-446f-4202-8801-db238de5de4d,like,25-09-2020 22:51,photo,food,positive,50,9,September
359b93ea-446f-4202-8801-db238de5de4d,want,07-03-2021 05:38,photo,food,positive,70,3,March
359b93ea-446f-4202-8801-db238de5de4d,like,12-03-2021 09:31,photo,food,positive,50,3,March
359b93ea-446f-4202-8801-db238de5de4d,cherish,09-12-2020 12:14,photo,food,positive,70,12,December
359b93ea-446f-4202-8801-db238de5de4d,want,13-03-2021 06:46,photo,food,positive,70,3,March
359b93ea-446f-4202-8801-db238de5de4d,disgust,26-02-2021 19:38,photo,food,negative,0,2,February
0adb9a94-210a-4e84-bca1-13db9452ff0e,heart,05-09-2020 16:55,video,healthy eating,positive,60,9,September
0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,09-06-2021 06:01,video,healthy eating,negative,0,6,June
0adb9a94-210a-4e84-bca1-13db9452ff0e,want,21-01-2021 16:51,video,healthy eating,positive,70,1,January
0adb9a94-210a-4e84-bca1-13db9452ff0e,adore,04-06-2021 07:13,video,healthy eating,positive,72,6,June
0adb9a94-210a-4e84-bca1-13db9452ff0e,dislike,27-10-2020 23:14,video,healthy eating,negative,10,10,October
0adb9a94-210a-4e84-bca1-13db9452ff0e,love,07-10-2020 04:02,video,healthy eating,positive,65,10,October
0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,08-04-2021 01:19,video,healthy eating,negative,0,4,April
0adb9a94-210a-4e84-bca1-13db9452ff0e,want,18-08-2020 13:19,video,healthy eating,positive,70,8,August
0adb9a94-210a-4e84-bca1-13db9452ff0e,super love,21-06-2020 20:35,video,healthy eating,positive,75,6,June
0adb9a94-210a-4e84-bca1-13db9452ff0e,hate,31-08-2020 03:19,video,healthy eating,negative,5,8,August
0adb9a94-210a-4e84-bca1-13db9452ff0e,interested,25-03-2021 21:57,video,healthy eating,positive,30,3,March
0adb9a94-210a-4e84-bca1-13db9452ff0e,super love,22-04-2021 09:20,video,healthy eating,positive,75,4,April
0adb9a94-210a-4e84-bca1-13db9452ff0e,hate,08-01-2021 22:21,video,healthy eating,negative,5,1,January
0adb9a94-210a-4e84-bca1-13db9452ff0e,love,09-01-2021 03:10,video,healthy eating,positive,65,1,January
0adb9a94-210a-4e84-bca1-13db9452ff0e,adore,06-07-2020 01:07,video,healthy eating,positive,72,7,July
0adb9a94-210a-4e84-bca1-13db9452ff0e,like,10-01-2021 23:45,video,healthy eating,positive,50,1,January
0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,31-08-2020 08:14,video,healthy eating,negative,0,8,August
0adb9a94-210a-4e84-bca1-13db9452ff0e,dislike,08-10-2020 17:53,video,healthy eating,negative,10,10,October
0adb9a94-210a-4e84-bca1-13db9452ff0e,like,17-12-2020 18:04,video,healthy eating,positive,50,12,December
0adb9a94-210a-4e84-bca1-13db9452ff0e,hate,02-02-2021 05:59,video,healthy eating,negative,5,2,February
0adb9a94-210a-4e84-bca1-13db9452ff0e,super love,22-08-2020 05:37,video,healthy eating,positive,75,8,August
0adb9a94-210a-4e84-bca1-13db9452ff0e,hate,25-01-2021 12:35,video,healthy eating,negative,5,1,January
0adb9a94-210a-4e84-bca1-13db9452ff0e,heart,22-07-2020 14:32,video,healthy eating,positive,60,7,July
0adb9a94-210a-4e84-bca1-13db9452ff0e,super love,10-11-2020 19:13,video,healthy eating,positive,75,11,November
0adb9a94-210a-4e84-bca1-13db9452ff0e,super love,18-10-2020 14:41,video,healthy eating,positive,75,10,October
3c510b35-43e2-4e84-a805-86c5ebddc4cf,scared,21-08-2020 22:18,audio,studying,negative,15,8,August
3c510b35-43e2-4e84-a805-86c5ebddc4cf,like,03-11-2020 08:42,audio,studying,positive,50,11,November
3c510b35-43e2-4e84-a805-86c5ebddc4cf,worried,16-05-2021 19:20,audio,studying,negative,12,5,May
3c510b35-43e2-4e84-a805-86c5ebddc4cf,dislike,27-12-2020 08:43,audio,studying,negative,10,12,December
3c510b35-43e2-4e84-a805-86c5ebddc4cf,intrigued,12-03-2021 10:03,audio,studying,positive,45,3,March
3c510b35-43e2-4e84-a805-86c5ebddc4cf,worried,08-06-2021 06:16,audio,studying,negative,12,6,June
3c510b35-43e2-4e84-a805-86c5ebddc4cf,love,06-12-2020 22:29,audio,studying,positive,65,12,December
3c510b35-43e2-4e84-a805-86c5ebddc4cf,heart,05-06-2021 19:26,audio,studying,positive,60,6,June
3c510b35-43e2-4e84-a805-86c5ebddc4cf,adore,15-05-2021 08:23,audio,studying,positive,72,5,May
3c510b35-43e2-4e84-a805-86c5ebddc4cf,hate,26-12-2020 11:34,audio,studying,negative,5,12,December
3c510b35-43e2-4e84-a805-86c5ebddc4cf,scared,24-09-2020 03:45,audio,studying,negative,15,9,September
3c510b35-43e2-4e84-a805-86c5ebddc4cf,love,24-01-2021 22:57,audio,studying,positive,65,1,January
3c510b35-43e2-4e84-a805-86c5ebddc4cf,worried,06-08-2020 22:03,audio,studying,negative,12,8,August
3c510b35-43e2-4e84-a805-86c5ebddc4cf,adore,10-08-2020 16:13,audio,studying,positive,72,8,August
3c510b35-43e2-4e84-a805-86c5ebddc4cf,hate,24-03-2021 14:34,audio,studying,negative,5,3,March
3c510b35-43e2-4e84-a805-86c5ebddc4cf,cherish,12-09-2020 17:08,audio,studying,positive,70,9,September
3c510b35-43e2-4e84-a805-86c5ebddc4cf,peeking,12-02-2021 09:43,audio,studying,neutral,35,2,February
3c510b35-43e2-4e84-a805-86c5ebddc4cf,adore,19-03-2021 22:07,audio,studying,positive,72,3,March
86346263-02db-4020-a216-9e54f502f643,peeking,24-07-2020 14:13,GIF,travel,neutral,35,7,July
86346263-02db-4020-a216-9e54f502f643,worried,03-02-2021 07:13,GIF,travel,negative,12,2,February
86346263-02db-4020-a216-9e54f502f643,cherish,30-03-2021 20:05,GIF,travel,positive,70,3,March
86346263-02db-4020-a216-9e54f502f643,love,05-07-2020 20:16,GIF,travel,positive,65,7,July
86346263-02db-4020-a216-9e54f502f643,indifferent,20-07-2020 13:42,GIF,travel,neutral,20,7,July
86346263-02db-4020-a216-9e54f502f643,super love,23-07-2020 21:23,GIF,travel,positive,75,7,July
86346263-02db-4020-a216-9e54f502f643,indifferent,24-05-2021 12:45,GIF,travel,neutral,20,5,May
86346263-02db-4020-a216-9e54f502f643,scared,05-11-2020 15:59,GIF,travel,negative,15,11,November
86346263-02db-4020-a216-9e54f502f643,interested,25-10-2020 04:49,GIF,travel,positive,30,10,October
86346263-02db-4020-a216-9e54f502f643,interested,06-11-2020 09:03,GIF,travel,positive,30,11,November
86346263-02db-4020-a216-9e54f502f643,like,16-10-2020 02:23,GIF,travel,positive,50,10,October
86346263-02db-4020-a216-9e54f502f643,disgust,19-09-2020 14:51,GIF,travel,negative,0,9,September
86346263-02db-4020-a216-9e54f502f643,dislike,09-10-2020 04:30,GIF,travel,negative,10,10,October
86346263-02db-4020-a216-9e54f502f643,adore,13-09-2020 06:34,GIF,travel,positive,72,9,September
86346263-02db-4020-a216-9e54f502f643,adore,29-05-2021 13:39,GIF,travel,positive,72,5,May
86346263-02db-4020-a216-9e54f502f643,indifferent,03-06-2021 00:51,GIF,travel,neutral,20,6,June
86346263-02db-4020-a216-9e54f502f643,cherish,04-01-2021 10:32,GIF,travel,positive,70,1,January
86346263-02db-4020-a216-9e54f502f643,love,26-10-2020 13:36,GIF,travel,positive,65,10,October
86346263-02db-4020-a216-9e54f502f643,intrigued,14-12-2020 19:13,GIF,travel,positive,45,12,December
86346263-02db-4020-a216-9e54f502f643,dislike,05-07-2020 05:42,GIF,travel,negative,10,7,July
86346263-02db-4020-a216-9e54f502f643,like,30-06-2020 00:31,GIF,travel,positive,50,6,June
86346263-02db-4020-a216-9e54f502f643,dislike,24-07-2020 18:38,GIF,travel,negative,10,7,July
86346263-02db-4020-a216-9e54f502f643,scared,15-07-2020 02:19,GIF,travel,negative,15,7,July
86346263-02db-4020-a216-9e54f502f643,heart,10-04-2021 23:58,GIF,travel,positive,60,4,April
86346263-02db-4020-a216-9e54f502f643,adore,08-03-2021 01:12,GIF,travel,positive,72,3,March
86346263-02db-4020-a216-9e54f502f643,scared,19-02-2021 03:11,GIF,travel,negative,15,2,February
86346263-02db-4020-a216-9e54f502f643,scared,08-07-2020 16:15,GIF,travel,negative,15,7,July
86346263-02db-4020-a216-9e54f502f643,peeking,05-09-2020 06:35,GIF,travel,neutral,35,9,September
86346263-02db-4020-a216-9e54f502f643,hate,26-03-2021 21:26,GIF,travel,negative,5,3,March
86346263-02db-4020-a216-9e54f502f643,love,15-02-2021 17:38,GIF,travel,positive,65,2,February
86346263-02db-4020-a216-9e54f502f643,cherish,14-06-2021 10:37,GIF,travel,positive,70,6,June
86346263-02db-4020-a216-9e54f502f643,like,19-01-2021 15:01,GIF,travel,positive,50,1,January
86346263-02db-4020-a216-9e54f502f643,love,06-06-2021 09:10,GIF,travel,positive,65,6,June
86346263-02db-4020-a216-9e54f502f643,intrigued,29-06-2020 07:55,GIF,travel,positive,45,6,June
86346263-02db-4020-a216-9e54f502f643,indifferent,23-02-2021 13:25,GIF,travel,neutral,20,2,February
86346263-02db-4020-a216-9e54f502f643,interested,28-12-2020 06:50,GIF,travel,positive,30,12,December
86346263-02db-4020-a216-9e54f502f643,love,23-06-2020 12:38,GIF,travel,positive,65,6,June
86346263-02db-4020-a216-9e54f502f643,hate,17-08-2020 01:46,GIF,travel,negative,5,8,August
86346263-02db-4020-a216-9e54f502f643,dislike,29-12-2020 22:06,GIF,travel,negative,10,12,December
86346263-02db-4020-a216-9e54f502f643,worried,07-11-2020 06:47,GIF,travel,negative,12,11,November
86346263-02db-4020-a216-9e54f502f643,worried,14-08-2020 06:52,GIF,travel,negative,12,8,August
86346263-02db-4020-a216-9e54f502f643,super love,24-11-2020 02:43,GIF,travel,positive,75,11,November
86346263-02db-4020-a216-9e54f502f643,interested,26-05-2021 06:16,GIF,travel,positive,30,5,May
86346263-02db-4020-a216-9e54f502f643,disgust,04-11-2020 05:30,GIF,travel,negative,0,11,November
86346263-02db-4020-a216-9e54f502f643,worried,21-11-2020 01:20,GIF,travel,negative,12,11,November
3dfdcf9c-aaa4-41ea-9a7c-b3ba09103467,adore,11-09-2020 13:59,GIF,fitness,positive,72,9,September
3dfdcf9c-aaa4-41ea-9a7c-b3ba09103467,super love,02-03-2021 01:51,GIF,fitness,positive,75,3,March
3dfdcf9c-aaa4-41ea-9a7c-b3ba09103467,love,12-08-2020 01:46,GIF,fitness,positive,65,8,August
3dfdcf9c-aaa4-41ea-9a7c-b3ba09103467,dislike,23-08-2020 12:58,GIF,fitness,negative,10,8,August
3dfdcf9c-aaa4-41ea-9a7c-b3ba09103467,interested,17-01-2021 21:56,GIF,fitness,positive,30,1,January
3dfdcf9c-aaa4-41ea-9a7c-b3ba09103467,cherish,28-04-2021 22:39,GIF,fitness,positive,70,4,April
3dfdcf9c-aaa4-41ea-9a7c-b3ba09103467,intrigued,06-01-2021 11:15,GIF,fitness,positive,45,1,January
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,like,07-02-2021 16:37,photo,studying,positive,50,2,February
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,heart,04-12-2020 19:11,photo,studying,positive,60,12,December
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,scared,23-01-2021 16:25,photo,studying,negative,15,1,January
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,hate,18-07-2020 14:45,photo,studying,negative,5,7,July
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,cherish,12-12-2020 18:34,photo,studying,positive,70,12,December
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,want,15-12-2020 22:17,photo,studying,positive,70,12,December
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,disgust,28-09-2020 14:41,photo,studying,negative,0,9,September
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,cherish,03-04-2021 08:52,photo,studying,positive,70,4,April
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,worried,07-08-2020 23:57,photo,studying,negative,12,8,August
